          528
      2.95217081
     32.47387893
     30.67985848
      0.00000000      0.00000000      0.00000000
      1.47608541      2.55665487      0.00000000
      1.47608541     -0.85221829     -2.41043746
      0.00000000      1.70443658     -2.41043746
      1.47608541      0.85221829     -4.82087492
      0.00000000      3.40887316     -4.82087492
      2.95217081      0.00000000      0.00000000
      4.42825622      2.55665487      0.00000000
      4.42825622     -0.85221829     -2.41043746
      2.95217081      1.70443658     -2.41043746
      4.42825622      0.85221829     -4.82087492
      2.95217081      3.40887316     -4.82087492
      5.90434162      0.00000000      0.00000000
      7.38042703      2.55665487      0.00000000
      7.38042703     -0.85221829     -2.41043746
      5.90434162      1.70443658     -2.41043746
      7.38042703      0.85221829     -4.82087492
      5.90434162      3.40887316     -4.82087492
      8.85651243      0.00000000      0.00000000
     10.33259784      2.55665487      0.00000000
     10.33259784     -0.85221829     -2.41043746
      8.85651243      1.70443658     -2.41043746
     10.33259784      0.85221829     -4.82087492
      8.85651243      3.40887316     -4.82087492
     11.80868325      0.00000000      0.00000000
     13.28476865      2.55665487      0.00000000
     13.28476865     -0.85221829     -2.41043746
     11.80868325      1.70443658     -2.41043746
     13.28476865      0.85221829     -4.82087492
     11.80868325      3.40887316     -4.82087492
     14.76085406      0.00000000      0.00000000
     16.23693946      2.55665487      0.00000000
     16.23693946     -0.85221829     -2.41043746
     14.76085406      1.70443658     -2.41043746
     16.23693946      0.85221829     -4.82087492
     14.76085406      3.40887316     -4.82087492
     17.71302487      0.00000000      0.00000000
     19.18911027      2.55665487      0.00000000
     19.18911027     -0.85221829     -2.41043746
     17.71302487      1.70443658     -2.41043746
     19.18911027      0.85221829     -4.82087492
     17.71302487      3.40887316     -4.82087492
     20.66519568      0.00000000      0.00000000
     22.14128109      2.55665487      0.00000000
     22.14128109     -0.85221829     -2.41043746
     20.66519568      1.70443658     -2.41043746
     22.14128109      0.85221829     -4.82087492
     20.66519568      3.40887316     -4.82087492
     23.61736649      0.00000000      0.00000000
